smiles_1,smiles_2,label_1_proba,label_2_proba,label_1_binary,label_2_binary,compare_proba,compare_binary
Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,0.9639609119467378,1.0,1.0,1.0,0.4909912030296158,0.0
Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,0.9639609119467378,0.9354857701437704,1.0,1.0,0.5071183044771448,1.0
Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,0.9639609119467378,0.1347796466605788,1.0,0.0,0.6961817848483172,1.0
Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,0.9639609119467378,1.0,1.0,1.0,0.4909912030296158,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,0.9140217226282965,1.0,1.0,1.0,0.47851866200411675,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,0.9140217226282965,0.9639609119467378,1.0,1.0,0.4875177967000097,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,0.9140217226282965,1.0,1.0,1.0,0.47851866200411675,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,0.9140217226282965,1.0,1.0,1.0,0.47851866200411675,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,0.9140217226282965,0.9354857701437704,1.0,1.0,0.49463419412416626,0.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,0.9140217226282965,0.1347796466605788,1.0,0.0,0.6855167409725194,1.0
O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,0.9140217226282965,1.0,1.0,1.0,0.47851866200411675,0.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,1.0,1.0,1.0,1.0,0.5,0.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,1.0,0.9639609119467378,1.0,1.0,0.5090087969703843,1.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,1.0,0.9140217226282965,1.0,1.0,0.5214813379958833,1.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,1.0,1.0,1.0,1.0,0.5,0.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,1.0,0.9354857701437704,1.0,1.0,0.5161229657546246,1.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,1.0,0.1347796466605788,1.0,0.0,0.7037501806186041,1.0
CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,1.0,1.0,1.0,1.0,0.5,0.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,1.0,1.0,1.0,1.0,0.5,0.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,1.0,0.9639609119467378,1.0,1.0,0.5090087969703843,1.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,1.0,0.9140217226282965,1.0,1.0,0.5214813379958833,1.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,1.0,1.0,1.0,1.0,0.5,0.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,1.0,0.9354857701437704,1.0,1.0,0.5161229657546246,1.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,1.0,0.1347796466605788,1.0,0.0,0.7037501806186041,1.0
COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,1.0,1.0,1.0,1.0,0.5,0.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,0.9354857701437704,1.0,1.0,1.0,0.4838770342453754,0.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,0.9354857701437704,0.9639609119467378,1.0,1.0,0.49288169552285516,0.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,0.9354857701437704,0.9140217226282965,1.0,1.0,0.5053658058758338,1.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,0.9354857701437704,1.0,1.0,1.0,0.4838770342453754,0.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,0.9354857701437704,1.0,1.0,1.0,0.4838770342453754,0.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,0.9354857701437704,0.1347796466605788,1.0,0.0,0.6901255075218301,1.0
O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,0.9354857701437704,1.0,1.0,1.0,0.4838770342453754,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,0.1347796466605788,1.0,0.0,1.0,0.29624981938139594,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,0.1347796466605788,0.9639609119467378,0.0,1.0,0.3038182151516828,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,0.1347796466605788,0.9140217226282965,0.0,1.0,0.3144832590274807,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,0.1347796466605788,1.0,0.0,1.0,0.29624981938139594,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,0.1347796466605788,1.0,0.0,1.0,0.29624981938139594,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,0.1347796466605788,0.9354857701437704,0.0,1.0,0.3098744924781699,0.0
O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,0.1347796466605788,1.0,0.0,1.0,0.29624981938139594,0.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,O=C(Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(c2c[nH]c3ccccc23)CC1,1.0,1.0,1.0,1.0,0.5,0.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,Clc1ccc(N2CCc3cc(OCCCN4CCCCC4)ccc3C2C2CCOCC2)cc1,1.0,0.9639609119467378,1.0,1.0,0.5090087969703843,1.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,O=C(CCCN1CCN(Cc2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,1.0,0.9140217226282965,1.0,1.0,0.5214813379958833,1.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,CSc1ccccc1C(=O)NCCN1CCN(c2ccccc2OCCF)CC1,1.0,1.0,1.0,1.0,0.5,0.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,COc1nn2cc(-c3ccc(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)cc3)nc2s1,1.0,1.0,1.0,1.0,0.5,0.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,O=C1c2ccccc2CCCN1CCCN1CCC(c2ccc(Cl)cc2)CC1,1.0,0.9354857701437704,1.0,1.0,0.5161229657546246,1.0
COc1ccccc1N1CCN(CCCCN2C(=O)NC3CC2C3c2ccc(Cl)cc2)CC1,O=C(c1ccc(Cl)cc1)C1CCN(C2CCN(Cc3ccc(OCCCN4CCCCC4)cc3)CC2)CC1,1.0,0.1347796466605788,1.0,0.0,0.7037501806186041,1.0
