smiles_1,smiles_2,smiles_3,label_1_proba,label_2_proba,label_3_proba,label_1_rank,label_2_rank,label_3_rank
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3478),tensor(0.3264),tensor(0.3259),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2498),tensor(0.2345),tensor(0.5157),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3459),tensor(0.3246),tensor(0.3295),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3328),tensor(0.3123),tensor(0.3549),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3476),tensor(0.3262),tensor(0.3262),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3476),tensor(0.3262),tensor(0.3262),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,NC(=O)c1cc(Cl)cc2nc(-c3ccc[nH]c3=O)n(C3CCC3)c12,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3457),tensor(0.3244),tensor(0.3299),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,tensor(0.3466),tensor(0.3278),tensor(0.3255),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,tensor(0.3465),tensor(0.3277),tensor(0.3259),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,tensor(0.3468),tensor(0.3280),tensor(0.3252),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,tensor(0.3404),tensor(0.3220),tensor(0.3376),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,tensor(0.3469),tensor(0.3281),tensor(0.3251),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3453),tensor(0.3266),tensor(0.3280),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3462),tensor(0.3274),tensor(0.3264),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3415),tensor(0.3230),tensor(0.3355),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3469),tensor(0.3281),tensor(0.3249),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3455),tensor(0.3268),tensor(0.3277),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3469),tensor(0.3281),tensor(0.3250),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2494),tensor(0.2359),tensor(0.5148),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3450),tensor(0.3263),tensor(0.3287),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3320),tensor(0.3140),tensor(0.3540),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3467),tensor(0.3279),tensor(0.3254),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3467),tensor(0.3279),tensor(0.3253),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,CNC12CC3CC(CC(C3)C1)C2,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3448),tensor(0.3261),tensor(0.3290),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,tensor(0.3473),tensor(0.3261),tensor(0.3266),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,tensor(0.3476),tensor(0.3265),tensor(0.3259),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,tensor(0.3412),tensor(0.3204),tensor(0.3384),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,tensor(0.3477),tensor(0.3265),tensor(0.3258),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3461),tensor(0.3251),tensor(0.3288),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3470),tensor(0.3259),tensor(0.3271),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3423),tensor(0.3215),tensor(0.3362),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3477),tensor(0.3266),tensor(0.3257),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3463),tensor(0.3252),tensor(0.3285),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3477),tensor(0.3265),tensor(0.3258),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2498),tensor(0.2346),tensor(0.5156),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3458),tensor(0.3248),tensor(0.3294),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3327),tensor(0.3125),tensor(0.3548),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3475),tensor(0.3264),tensor(0.3261),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3475),tensor(0.3264),tensor(0.3261),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,OCCN=c1[nH]c(=NCc2ccccc2)[nH]c2ccsc12,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3456),tensor(0.3246),tensor(0.3298),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,tensor(0.3474),tensor(0.3268),tensor(0.3258),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,tensor(0.3410),tensor(0.3207),tensor(0.3382),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,tensor(0.3475),tensor(0.3268),tensor(0.3257),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3460),tensor(0.3254),tensor(0.3286),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3468),tensor(0.3262),tensor(0.3270),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3421),tensor(0.3218),tensor(0.3361),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,COc1ccc(C=C(C#N)c2cccc3ccccc23)cc1O,tensor(0.3476),tensor(0.3269),tensor(0.3255),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,CC(C=CC1=C(C)CCCC1(C)C)=CC=C1C(C)C2OC(=O)C(Br)(Br)C2(O)C1C,tensor(0.3461),tensor(0.3255),tensor(0.3283),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,O=C1c2ccccc2COc2ccc(N3C=NS3=O)cc21,tensor(0.3475),tensor(0.3268),tensor(0.3256),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,CC(C)N1CCC(COc2c(C3CCC3)ccc(-c3c[nH]c(=N)cn3)c2F)CC1,tensor(0.2497),tensor(0.2349),tensor(0.5154),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,COc1nsnc1OC1CCN(Cc2ccccc2)CC1C,tensor(0.3456),tensor(0.3251),tensor(0.3293),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,O=c1n(CCCN2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c(O)c2n1CCCC2,tensor(0.3326),tensor(0.3128),tensor(0.3546),tensor(2),tensor(1),tensor(3)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,O=c1[nH]nc(Cc2ccccc2)n1O,tensor(0.3473),tensor(0.3267),tensor(0.3260),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,Cc1cn(Cc2ccc(F)cc2)c(=O)c2c(C)nnc(C)c12,tensor(0.3474),tensor(0.3267),tensor(0.3259),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,N=C(N)CN1CCCC1c1nc(-c2ccc(Cl)c(Cl)c2)no1,CN(C(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)C3CCCN(S(=O)(=O)c4ccc(C(F)(F)F)cc4)C3)c2)c1)C1CCCC1,tensor(0.3454),tensor(0.3249),tensor(0.3296),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,Cc1c[nH]c2ncnc(N3CCC(OC(=O)N4CCN(C5CCCCC5)CC4)C3)c12,tensor(0.3414),tensor(0.3201),tensor(0.3386),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,COc1c(Cl)cccc1N=c1[nH]cc(NC(=O)C2CC2C)c(=O)n1Cc1ccc(Cl)cc1,tensor(0.3478),tensor(0.3261),tensor(0.3260),tensor(3),tensor(2),tensor(1)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,CC12CCC(=O)NC(=O)C1CCC1C2CCC1(C)C1(C)Cc2C=CC(=O)C1(C)CCC(=O)C2,tensor(0.3463),tensor(0.3247),tensor(0.3290),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,O=C(O)c1cc(O)c(C(=O)c2c[nH]c3ccccc23)cc1O,tensor(0.3472),tensor(0.3255),tensor(0.3273),tensor(3),tensor(1),tensor(2)
CN(C)c1c(Cc2ccc(OCC3C(=O)CCN3C)cc2)c(C(F)(F)F)nn1-c1ccc(Cl)cc1,COc1ccc(N=c2[nH]cnc(=N)[nH]2)cc1F,O=C1C(=Cc2ccc(F)cc2)SC(=Nc2ccc(Br)cc2)N1CCN1CCOCC1,tensor(0.3425),tensor(0.3211),tensor(0.3364),tensor(3),tensor(1),tensor(2)
